label,media_url,payload,notification_title_English,notification_body_English,notification_title_Arabic,notification_body_Arabic,notification_title_Spanish,notification_body_Spanish,notification_title_Portuguese,notification_body_Portuguese,notification_title_Indonesian,notification_body_Indonesian,notification_title_Russian,notification_body_Russian,notification_title_French,notification_body_French,notification_title_Thai,notification_body_Thai
20270321,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270321""}",Challenge yourself with fresh puzzles right now.,Challenge yourself with fresh puzzles right now.,تحدى نفسك بألغاز جديدة الآن.,تحدى نفسك بألغاز جديدة الآن.,Desafíate con puzzles frescos ahora mismo.,Desafíate con puzzles frescos ahora mismo.,Desafie-se com puzzles frescos agora mesmo.,Desafie-se com puzzles frescos agora mesmo.,Tantang dirimu dengan puzzle segar sekarang juga.,Tantang dirimu dengan puzzle segar sekarang juga.,Брось себе вызов со свежими головоломками прямо сейчас.,Брось себе вызов со свежими головоломками прямо сейчас.,Défie-toi avec des puzzles frais dès maintenant.,Défie-toi avec des puzzles frais dès maintenant.,ท้าทายตัวเองด้วยปริศนาใหม่ตอนนี้เลย,ท้าทายตัวเองด้วยปริศนาใหม่ตอนนี้เลย
20270322,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270322""}",Fill those lines and feel the satisfaction. Play today.,Fill those lines and feel the satisfaction. Play today.,املأ تلك الخطوط واشعر بالرضا. العب اليوم.,املأ تلك الخطوط واشعر بالرضا. العب اليوم.,Llena esas líneas y siente la satisfacción. Juega hoy.,Llena esas líneas y siente la satisfacción. Juega hoy.,Preencha essas linhas e sinta a satisfação. Jogue hoje.,Preencha essas linhas e sinta a satisfação. Jogue hoje.,Isi garis-garis itu dan rasakan kepuasannya. Main hari ini.,Isi garis-garis itu dan rasakan kepuasannya. Main hari ini.,Заполни эти линии и почувствуй удовлетворение. Играй сегодня.,Заполни эти линии и почувствуй удовлетворение. Играй сегодня.,Remplis ces lignes et ressens la satisfaction. Joue aujourd'hui.,Remplis ces lignes et ressens la satisfaction. Joue aujourd'hui.,เติมเส้นเหล่านั้นและรู้สึกถึงความพึงพอใจ เล่นวันนี้,เติมเส้นเหล่านั้นและรู้สึกถึงความพึงพอใจ เล่นวันนี้
20270323,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270323""}",Perfect time for a quick puzzle session.,Perfect time for a quick puzzle session.,الوقت المثالي لجلسة ألغاز سريعة.,الوقت المثالي لجلسة ألغاز سريعة.,Momento perfecto para una sesión rápida de puzzles.,Momento perfecto para una sesión rápida de puzzles.,Momento perfeito para uma sessão rápida de puzzles.,Momento perfeito para uma sessão rápida de puzzles.,Waktu sempurna untuk sesi puzzle cepat.,Waktu sempurna untuk sesi puzzle cepat.,Идеальное время для быстрой головоломки.,Идеальное время для быстрой головоломки.,Moment parfait pour une session de puzzle rapide.,Moment parfait pour une session de puzzle rapide.,เวลาที่สมบูรณ์แบบสำหรับช่วงปริศนาสั้นๆ,เวลาที่สมบูรณ์แบบสำหรับช่วงปริศนาสั้นๆ
20270324,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270324""}",Your blocks won't arrange themselves. Jump in now.,Your blocks won't arrange themselves. Jump in now.,قطعك لن ترتب نفسها. اقفز للداخل الآن.,قطعك لن ترتب نفسها. اقفز للداخل الآن.,Tus bloques no se organizarán solos. Salta ahora.,Tus bloques no se organizarán solos. Salta ahora.,Seus blocos não vão se organizar sozinhos. Pule agora.,Seus blocos não vão se organizar sozinhos. Pule agora.,Blokmu tidak akan mengatur dirinya sendiri. Lompat sekarang.,Blokmu tidak akan mengatur dirinya sendiri. Lompat sekarang.,Твои блоки не расставятся сами. Заходи сейчас.,Твои блоки не расставятся сами. Заходи сейчас.,Tes blocs ne s'arrangeront pas tout seuls. Saute maintenant.,Tes blocs ne s'arrangeront pas tout seuls. Saute maintenant.,บล็อกของคุณจะไม่จัดเรียงตัวเอง กระโดดเข้ามาเดี๋ยวนี้,บล็อกของคุณจะไม่จัดเรียงตัวเอง กระโดดเข้ามาเดี๋ยวนี้
20270325,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270325""}",Beat your best score today. Start playing now.,Beat your best score today. Start playing now.,اهزم أفضل نتيجة لك اليوم. ابدأ اللعب الآن.,اهزم أفضل نتيجة لك اليوم. ابدأ اللعب الآن.,Supera tu mejor puntuación hoy. Empieza a jugar ahora.,Supera tu mejor puntuación hoy. Empieza a jugar ahora.,Bata sua melhor pontuação hoje. Comece a jogar agora.,Bata sua melhor pontuação hoje. Comece a jogar agora.,Kalahkan skor terbaikmu hari ini. Mulai main sekarang.,Kalahkan skor terbaikmu hari ini. Mulai main sekarang.,Побей свой лучший результат сегодня. Начни играть сейчас.,Побей свой лучший результат сегодня. Начни играть сейчас.,Bats ton meilleur score aujourd'hui. Commence à jouer maintenant.,Bats ton meilleur score aujourd'hui. Commence à jouer maintenant.,เอาชนะคะแนนที่ดีที่สุดของคุณวันนี้ เริ่มเล่นเดี๋ยวนี้,เอาชนะคะแนนที่ดีที่สุดของคุณวันนี้ เริ่มเล่นเดี๋ยวนี้
20270326,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270326""}",A few minutes of puzzle fun awaits you.,A few minutes of puzzle fun awaits you.,بضع دقائق من متعة الألغاز تنتظرك.,بضع دقائق من متعة الألغاز تنتظرك.,Unos minutos de diversión con puzzles te esperan.,Unos minutos de diversión con puzzles te esperan.,Alguns minutos de diversão com puzzles aguardam você.,Alguns minutos de diversão com puzzles aguardam você.,Beberapa menit keseruan puzzle menantimu.,Beberapa menit keseruan puzzle menantimu.,Несколько минут головоломки ждут тебя.,Несколько минут головоломки ждут тебя.,Quelques minutes de plaisir puzzle t'attendent.,Quelques minutes de plaisir puzzle t'attendent.,ความสนุกปริศนาไม่กี่นาทีรอคุณอยู่,ความสนุกปริศนาไม่กี่นาทีรอคุณอยู่
20270328,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270328""}",Keep your mind sharp with today's block challenge.,Keep your mind sharp with today's block challenge.,حافظ على حدة ذهنك مع تحدي القطع اليوم.,حافظ على حدة ذهنك مع تحدي القطع اليوم.,Mantén tu mente aguda con el desafío de bloques de hoy.,Mantén tu mente aguda con el desafío de bloques de hoy.,Mantenha sua mente afiada com o desafio de blocos de hoje.,Mantenha sua mente afiada com o desafio de blocos de hoje.,Jaga ketajaman pikiranmu dengan tantangan blok hari ini.,Jaga ketajaman pikiranmu dengan tantangan blok hari ini.,Держи свой ум острым с сегодняшним испытанием блоками.,Держи свой ум острым с сегодняшним испытанием блоками.,Garde ton esprit vif avec le défi de blocs d'aujourd'hui.,Garde ton esprit vif avec le défi de blocs d'aujourd'hui.,รักษาสมองของคุณให้แหลมคมด้วยความท้าทายบล็อกวันนี้,รักษาสมองของคุณให้แหลมคมด้วยความท้าทายบล็อกวันนี้
20270329,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270329""}",Time to clear some lines. Jump in and play today.,Time to clear some lines. Jump in and play today.,حان وقت مسح بعض الخطوط. اقفز والعب اليوم.,حان وقت مسح بعض الخطوط. اقفز والعب اليوم.,Hora de borrar algunas líneas. Salta y juega hoy.,Hora de borrar algunas líneas. Salta y juega hoy.,Hora de limpar algumas linhas. Pule e jogue hoje.,Hora de limpar algumas linhas. Pule e jogue hoje.,Waktunya hapus beberapa garis. Lompat dan main hari ini.,Waktunya hapus beberapa garis. Lompat dan main hari ini.,Время очистить несколько линий. Заходи и играй сегодня.,Время очистить несколько линий. Заходи и играй сегодня.,Il est temps d'effacer quelques lignes. Saute et joue aujourd'hui.,Il est temps d'effacer quelques lignes. Saute et joue aujourd'hui.,ถึงเวลาล้างบางเส้นแล้ว กระโดดเข้ามาเล่นวันนี้,ถึงเวลาล้างบางเส้นแล้ว กระโดดเข้ามาเล่นวันนี้
20270330,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270330""}",Your puzzle board is waiting. Come match those blocks.,Your puzzle board is waiting. Come match those blocks.,لوحة الألغاز الخاصة بك تنتظر. تعال وطابق تلك القطع.,لوحة الألغاز الخاصة بك تنتظر. تعال وطابق تلك القطع.,Tu tablero de rompecabezas está esperando. Ven a combinar esos bloques.,Tu tablero de rompecabezas está esperando. Ven a combinar esos bloques.,Seu tabuleiro de quebra-cabeça está esperando. Venha combinar esses blocos.,Seu tabuleiro de quebra-cabeça está esperando. Venha combinar esses blocos.,Papan puzzlemu menunggu. Ayo padukan blok-blok itu.,Papan puzzlemu menunggu. Ayo padukan blok-blok itu.,Твоя головоломка ждёт. Приходи и сопоставляй эти блоки.,Твоя головоломка ждёт. Приходи и сопоставляй эти блоки.,Ton tableau de puzzle t'attend. Viens assortir ces blocs.,Ton tableau de puzzle t'attend. Viens assortir ces blocs.,กระดานปริศนาของคุณกำลังรอ มาจับคู่บล็อกเหล่านั้นกันเถอะ,กระดานปริศนาของคุณกำลังรอ มาจับคู่บล็อกเหล่านั้นกันเถอะ
20270331,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270331""}",Ready for today's block challenge? Let's play.,Ready for today's block challenge? Let's play.,مستعد لتحدي القطع اليوم؟ هيا نلعب.,مستعد لتحدي القطع اليوم؟ هيا نلعب.,¿Listo para el desafío de bloques de hoy? Juguemos.,¿Listo para el desafío de bloques de hoy? Juguemos.,Pronto para o desafio de blocos de hoje? Vamos jogar.,Pronto para o desafio de blocos de hoje? Vamos jogar.,Siap untuk tantangan blok hari ini? Ayo main.,Siap untuk tantangan blok hari ini? Ayo main.,Готов к сегодняшнему испытанию блоками? Давай играть.,Готов к сегодняшнему испытанию блоками? Давай играть.,Prêt pour le défi de blocs d'aujourd'hui? Jouons.,Prêt pour le défi de blocs d'aujourd'hui? Jouons.,พร้อมสำหรับความท้าทายบล็อกวันนี้แล้วหรือยัง? มาเล่นกันเถอะ,พร้อมสำหรับความท้าทายบล็อกวันนี้แล้วหรือยัง? มาเล่นกันเถอะ
20270401,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270401""}","Clear lines, score big. Start your daily puzzle now.","Clear lines, score big. Start your daily puzzle now.",امسح الخطوط، احرز نقاطاً كبيرة. ابدأ لغزك اليومي الآن.,امسح الخطوط، احرز نقاطاً كبيرة. ابدأ لغزك اليومي الآن.,"Borra líneas, anota en grande. Comienza tu puzzle diario ahora.","Borra líneas, anota en grande. Comienza tu puzzle diario ahora.","Limpe linhas, pontue alto. Comece seu puzzle diário agora.","Limpe linhas, pontue alto. Comece seu puzzle diário agora.","Hapus garis, skor besar. Mulai puzzle harianmu sekarang.","Hapus garis, skor besar. Mulai puzzle harianmu sekarang.","Очищай линии, зарабатывай много. Начни свою ежедневную головоломку сейчас.","Очищай линии, зарабатывай много. Начни свою ежедневную головоломку сейчас.","Efface des lignes, marque gros. Commence ton puzzle quotidien maintenant.","Efface des lignes, marque gros. Commence ton puzzle quotidien maintenant.",ล้างเส้น ทำคะแนนสูง เริ่มปริศนาประจำวันของคุณเดี๋ยวนี้,ล้างเส้น ทำคะแนนสูง เริ่มปริศนาประจำวันของคุณเดี๋ยวนี้
20270402,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270402""}","New blocks, new challenges. Play Puzzle Block Master today.","New blocks, new challenges. Play Puzzle Block Master today.",قطع جديدة، تحديات جديدة. العب ماستر بلوك بازل اليوم.,قطع جديدة، تحديات جديدة. العب ماستر بلوك بازل اليوم.,"Nuevos bloques, nuevos desafíos. Juega Puzzle Block Master hoy.","Nuevos bloques, nuevos desafíos. Juega Puzzle Block Master hoy.","Novos blocos, novos desafios. Jogue Puzzle Block Master hoje.","Novos blocos, novos desafios. Jogue Puzzle Block Master hoje.","Blok baru, tantangan baru. Main Puzzle Block Master hari ini.","Blok baru, tantangan baru. Main Puzzle Block Master hari ini.","Новые блоки, новые испытания. Играй в Puzzle Block Master сегодня.","Новые блоки, новые испытания. Играй в Puzzle Block Master сегодня.","Nouveaux blocs, nouveaux défis. Joue à Puzzle Block Master aujourd'hui.","Nouveaux blocs, nouveaux défis. Joue à Puzzle Block Master aujourd'hui.",บล็อกใหม่ ความท้าทายใหม่ เล่น Puzzle Block Master วันนี้,บล็อกใหม่ ความท้าทายใหม่ เล่น Puzzle Block Master วันนี้
20270404,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270404""}",Your brain needs a puzzle break. Come play now.,Your brain needs a puzzle break. Come play now.,عقلك يحتاج لاستراحة ألغاز. تعال والعب الآن.,عقلك يحتاج لاستراحة ألغاز. تعال والعب الآن.,Tu cerebro necesita un descanso de puzzles. Ven a jugar ahora.,Tu cerebro necesita un descanso de puzzles. Ven a jugar ahora.,Seu cérebro precisa de uma pausa para puzzles. Venha jogar agora.,Seu cérebro precisa de uma pausa para puzzles. Venha jogar agora.,Otakmu butuh istirahat puzzle. Ayo main sekarang.,Otakmu butuh istirahat puzzle. Ayo main sekarang.,Твоему мозгу нужна головоломка. Заходи играть сейчас.,Твоему мозгу нужна головоломка. Заходи играть сейчас.,Ton cerveau a besoin d'une pause puzzle. Viens jouer maintenant.,Ton cerveau a besoin d'une pause puzzle. Viens jouer maintenant.,สมองของคุณต้องการพักปริศนา มาเล่นเดี๋ยวนี้,สมองของคุณต้องการพักปริศนา มาเล่นเดี๋ยวนี้
20270405,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270405""}","Stack, match, and clear. Today's puzzle awaits.","Stack, match, and clear. Today's puzzle awaits.",كدّس، طابق، وامسح. لغزك اليوم بانتظارك.,كدّس، طابق، وامسح. لغزك اليوم بانتظارك.,"Apila, combina y borra. Tu puzzle de hoy te espera.","Apila, combina y borra. Tu puzzle de hoy te espera.","Empilhe, combine e limpe. Seu puzzle de hoje aguarda.","Empilhe, combine e limpe. Seu puzzle de hoje aguarda.","Tumpuk, padukan, dan hapus. Puzzle hari ini menanti.","Tumpuk, padukan, dan hapus. Puzzle hari ini menanti.","Складывай, сопоставляй и очищай. Твоя головоломка на сегодня ждёт.","Складывай, сопоставляй и очищай. Твоя головоломка на сегодня ждёт.","Empile, assortis et efface. Ton puzzle d'aujourd'hui t'attend.","Empile, assortis et efface. Ton puzzle d'aujourd'hui t'attend.",เรียง จับคู่ และล้าง ปริศนาวันนี้รออยู่,เรียง จับคู่ และล้าง ปริศนาวันนี้รออยู่
20270406,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270406""}",How many lines can you clear today? Find out now.,How many lines can you clear today? Find out now.,كم خطاً يمكنك مسحه اليوم؟ اكتشف الآن.,كم خطاً يمكنك مسحه اليوم؟ اكتشف الآن.,¿Cuántas líneas puedes borrar hoy? Descúbrelo ahora.,¿Cuántas líneas puedes borrar hoy? Descúbrelo ahora.,Quantas linhas você pode limpar hoje? Descubra agora.,Quantas linhas você pode limpar hoje? Descubra agora.,Berapa banyak garis yang bisa kamu hapus hari ini? Cari tahu sekarang.,Berapa banyak garis yang bisa kamu hapus hari ini? Cari tahu sekarang.,Сколько линий ты можешь очистить сегодня? Узнай сейчас.,Сколько линий ты можешь очистить сегодня? Узнай сейчас.,Combien de lignes peux-tu effacer aujourd'hui? Découvre-le maintenant.,Combien de lignes peux-tu effacer aujourd'hui? Découvre-le maintenant.,วันนี้คุณจะล้างได้กี่เส้น? มาดูกันเดี๋ยวนี้,วันนี้คุณจะล้างได้กี่เส้น? มาดูกันเดี๋ยวนี้
20270407,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270407""}",Daily block fun is calling. Come play your favorite puzzle.,Daily block fun is calling. Come play your favorite puzzle.,متعة القطع اليومية تناديك. تعال والعب لغزك المفضل.,متعة القطع اليومية تناديك. تعال والعب لغزك المفضل.,La diversión diaria de bloques te llama. Ven a jugar tu puzzle favorito.,La diversión diaria de bloques te llama. Ven a jugar tu puzzle favorito.,A diversão diária de blocos está chamando. Venha jogar seu puzzle favorito.,A diversão diária de blocos está chamando. Venha jogar seu puzzle favorito.,Keseruan blok harian memanggilmu. Ayo main puzzle favoritmu.,Keseruan blok harian memanggilmu. Ayo main puzzle favoritmu.,Ежедневное веселье с блоками зовёт. Заходи играть в свою любимую головоломку.,Ежедневное веселье с блоками зовёт. Заходи играть в свою любимую головоломку.,Le plaisir quotidien des blocs t'appelle. Viens jouer à ton puzzle préféré.,Le plaisir quotidien des blocs t'appelle. Viens jouer à ton puzzle préféré.,ความสนุกบล็อกประจำวันกำลังเรียกหา มาเล่นปริศนาโปรดของคุณ,ความสนุกบล็อกประจำวันกำลังเรียกหา มาเล่นปริศนาโปรดของคุณ
20270408,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270408""}",Master the board today. Your blocks are ready.,Master the board today. Your blocks are ready.,أتقن اللوحة اليوم. قطعك جاهزة.,أتقن اللوحة اليوم. قطعك جاهزة.,Domina el tablero hoy. Tus bloques están listos.,Domina el tablero hoy. Tus bloques están listos.,Domine o tabuleiro hoje. Seus blocos estão prontos.,Domine o tabuleiro hoje. Seus blocos estão prontos.,Kuasai papan hari ini. Blokmu sudah siap.,Kuasai papan hari ini. Blokmu sudah siap.,Освой доску сегодня. Твои блоки готовы.,Освой доску сегодня. Твои блоки готовы.,Maîtrise le tableau aujourd'hui. Tes blocs sont prêts.,Maîtrise le tableau aujourd'hui. Tes blocs sont prêts.,มาเชี่ยวชาญกระดานวันนี้ บล็อกของคุณพร้อมแล้ว,มาเชี่ยวชาญกระดานวันนี้ บล็อกของคุณพร้อมแล้ว
20270409,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270409""}",Take a puzzle break and clear the board today.,Take a puzzle break and clear the board today.,خذ استراحة ألغاز وامسح اللوحة اليوم.,خذ استراحة ألغاز وامسح اللوحة اليوم.,Toma un descanso de puzzles y despeja el tablero hoy.,Toma un descanso de puzzles y despeja el tablero hoy.,Faça uma pausa para puzzles e limpe o tabuleiro hoje.,Faça uma pausa para puzzles e limpe o tabuleiro hoje.,Istirahat puzzle dan bersihkan papan hari ini.,Istirahat puzzle dan bersihkan papan hari ini.,Сделай перерыв на головоломку и очисти доску сегодня.,Сделай перерыв на головоломку и очисти доску сегодня.,Prends une pause puzzle et vide le tableau aujourd'hui.,Prends une pause puzzle et vide le tableau aujourd'hui.,พักปริศนาและล้างกระดานวันนี้,พักปริศนาและล้างกระดานวันนี้
20270411,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270411""}",Your next high score is waiting. Come play now.,Your next high score is waiting. Come play now.,أعلى نتيجة تاليه لك تنتظرك. تعال والعب الآن.,أعلى نتيجة تاليه لك تنتظرك. تعال والعب الآن.,Tu próxima puntuación alta está esperando. Ven a jugar ahora.,Tu próxima puntuación alta está esperando. Ven a jugar ahora.,Sua próxima pontuação alta está esperando. Venha jogar agora.,Sua próxima pontuação alta está esperando. Venha jogar agora.,Skor tertinggi berikutnya menunggumu. Ayo main sekarang.,Skor tertinggi berikutnya menunggumu. Ayo main sekarang.,Твой следующий рекорд ждёт. Заходи играть сейчас.,Твой следующий рекорд ждёт. Заходи играть сейчас.,Ton prochain score élevé t'attend. Viens jouer maintenant.,Ton prochain score élevé t'attend. Viens jouer maintenant.,คะแนนสูงถัดไปของคุณกำลังรอ มาเล่นเดี๋ยวนี้,คะแนนสูงถัดไปของคุณกำลังรอ มาเล่นเดี๋ยวนี้
20270412,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270412""}",Relax with some block-matching fun today.,Relax with some block-matching fun today.,استرخ مع بعض متعة مطابقة القطع اليوم.,استرخ مع بعض متعة مطابقة القطع اليوم.,Relájate con algo de diversión combinando bloques hoy.,Relájate con algo de diversión combinando bloques hoy.,Relaxe com alguma diversão combinando blocos hoje.,Relaxe com alguma diversão combinando blocos hoje.,Santai dengan keseruan mencocokkan blok hari ini.,Santai dengan keseruan mencocokkan blok hari ini.,Расслабься с весёлым сопоставлением блоков сегодня.,Расслабься с весёлым сопоставлением блоков сегодня.,Détends-toi avec du plaisir d'assortiment de blocs aujourd'hui.,Détends-toi avec du plaisir d'assortiment de blocs aujourd'hui.,ผ่อนคลายกับความสนุกในการจับคู่บล็อกวันนี้,ผ่อนคลายกับความสนุกในการจับคู่บล็อกวันนี้
20270413,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270413""}",Challenge yourself with fresh puzzles right now.,Challenge yourself with fresh puzzles right now.,تحدى نفسك بألغاز جديدة الآن.,تحدى نفسك بألغاز جديدة الآن.,Desafíate con puzzles frescos ahora mismo.,Desafíate con puzzles frescos ahora mismo.,Desafie-se com puzzles frescos agora mesmo.,Desafie-se com puzzles frescos agora mesmo.,Tantang dirimu dengan puzzle segar sekarang juga.,Tantang dirimu dengan puzzle segar sekarang juga.,Брось себе вызов со свежими головоломками прямо сейчас.,Брось себе вызов со свежими головоломками прямо сейчас.,Défie-toi avec des puzzles frais dès maintenant.,Défie-toi avec des puzzles frais dès maintenant.,ท้าทายตัวเองด้วยปริศนาใหม่ตอนนี้เลย,ท้าทายตัวเองด้วยปริศนาใหม่ตอนนี้เลย
20270414,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270414""}",Fill those lines and feel the satisfaction. Play today.,Fill those lines and feel the satisfaction. Play today.,املأ تلك الخطوط واشعر بالرضا. العب اليوم.,املأ تلك الخطوط واشعر بالرضا. العب اليوم.,Llena esas líneas y siente la satisfacción. Juega hoy.,Llena esas líneas y siente la satisfacción. Juega hoy.,Preencha essas linhas e sinta a satisfação. Jogue hoje.,Preencha essas linhas e sinta a satisfação. Jogue hoje.,Isi garis-garis itu dan rasakan kepuasannya. Main hari ini.,Isi garis-garis itu dan rasakan kepuasannya. Main hari ini.,Заполни эти линии и почувствуй удовлетворение. Играй сегодня.,Заполни эти линии и почувствуй удовлетворение. Играй сегодня.,Remplis ces lignes et ressens la satisfaction. Joue aujourd'hui.,Remplis ces lignes et ressens la satisfaction. Joue aujourd'hui.,เติมเส้นเหล่านั้นและรู้สึกถึงความพึงพอใจ เล่นวันนี้,เติมเส้นเหล่านั้นและรู้สึกถึงความพึงพอใจ เล่นวันนี้
20270415,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270415""}",Perfect time for a quick puzzle session.,Perfect time for a quick puzzle session.,الوقت المثالي لجلسة ألغاز سريعة.,الوقت المثالي لجلسة ألغاز سريعة.,Momento perfecto para una sesión rápida de puzzles.,Momento perfecto para una sesión rápida de puzzles.,Momento perfeito para uma sessão rápida de puzzles.,Momento perfeito para uma sessão rápida de puzzles.,Waktu sempurna untuk sesi puzzle cepat.,Waktu sempurna untuk sesi puzzle cepat.,Идеальное время для быстрой головоломки.,Идеальное время для быстрой головоломки.,Moment parfait pour une session de puzzle rapide.,Moment parfait pour une session de puzzle rapide.,เวลาที่สมบูรณ์แบบสำหรับช่วงปริศนาสั้นๆ,เวลาที่สมบูรณ์แบบสำหรับช่วงปริศนาสั้นๆ
20270416,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270416""}",Your blocks won't arrange themselves. Jump in now.,Your blocks won't arrange themselves. Jump in now.,قطعك لن ترتب نفسها. اقفز للداخل الآن.,قطعك لن ترتب نفسها. اقفز للداخل الآن.,Tus bloques no se organizarán solos. Salta ahora.,Tus bloques no se organizarán solos. Salta ahora.,Seus blocos não vão se organizar sozinhos. Pule agora.,Seus blocos não vão se organizar sozinhos. Pule agora.,Blokmu tidak akan mengatur dirinya sendiri. Lompat sekarang.,Blokmu tidak akan mengatur dirinya sendiri. Lompat sekarang.,Твои блоки не расставятся сами. Заходи сейчас.,Твои блоки не расставятся сами. Заходи сейчас.,Tes blocs ne s'arrangeront pas tout seuls. Saute maintenant.,Tes blocs ne s'arrangeront pas tout seuls. Saute maintenant.,บล็อกของคุณจะไม่จัดเรียงตัวเอง กระโดดเข้ามาเดี๋ยวนี้,บล็อกของคุณจะไม่จัดเรียงตัวเอง กระโดดเข้ามาเดี๋ยวนี้
20270418,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270418""}",Beat your best score today. Start playing now.,Beat your best score today. Start playing now.,اهزم أفضل نتيجة لك اليوم. ابدأ اللعب الآن.,اهزم أفضل نتيجة لك اليوم. ابدأ اللعب الآن.,Supera tu mejor puntuación hoy. Empieza a jugar ahora.,Supera tu mejor puntuación hoy. Empieza a jugar ahora.,Bata sua melhor pontuação hoje. Comece a jogar agora.,Bata sua melhor pontuação hoje. Comece a jogar agora.,Kalahkan skor terbaikmu hari ini. Mulai main sekarang.,Kalahkan skor terbaikmu hari ini. Mulai main sekarang.,Побей свой лучший результат сегодня. Начни играть сейчас.,Побей свой лучший результат сегодня. Начни играть сейчас.,Bats ton meilleur score aujourd'hui. Commence à jouer maintenant.,Bats ton meilleur score aujourd'hui. Commence à jouer maintenant.,เอาชนะคะแนนที่ดีที่สุดของคุณวันนี้ เริ่มเล่นเดี๋ยวนี้,เอาชนะคะแนนที่ดีที่สุดของคุณวันนี้ เริ่มเล่นเดี๋ยวนี้
20270419,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""20270419""}",A few minutes of puzzle fun awaits you.,A few minutes of puzzle fun awaits you.,بضع دقائق من متعة الألغاز تنتظرك.,بضع دقائق من متعة الألغاز تنتظرك.,Unos minutos de diversión con puzzles te esperan.,Unos minutos de diversión con puzzles te esperan.,Alguns minutos de diversão com puzzles aguardam você.,Alguns minutos de diversão com puzzles aguardam você.,Beberapa menit keseruan puzzle menantimu.,Beberapa menit keseruan puzzle menantimu.,Несколько минут головоломки ждут тебя.,Несколько минут головоломки ждут тебя.,Quelques minutes de plaisir puzzle t'attendent.,Quelques minutes de plaisir puzzle t'attendent.,ความสนุกปริศนาไม่กี่นาทีรอคุณอยู่,ความสนุกปริศนาไม่กี่นาทีรอคุณอยู่
