 ,,,,,
적용,확정,Event,기록시점,Data 요약,Sample Data
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
